ev_date,avg_events_per_user
20230101,4.052241842889325
20230102,3.8968739442643456
20230103,4.335765938655848
20230104,6.598695492537958
20230105,3.4893931265187614
20230106,3.909146337190152
20230107,5.43593468198335
20230108,5.779793164089285
20230109,3.6406390572905334
20230110,3.454336705558461
20230111,4.067868236861295
20230112,3.4181674758629885
20230113,3.2912377874502625
20230114,6.305945968005224
20230115,6.553461417371802
20230116,2.995941611572953
20230117,2.943586623348296
20230118,3.365732749969895
20230119,3.7913445280534868
20230120,3.6531904769717953
20230121,6.458636408115337
20230122,6.436196903475409
20230123,3.6854852095013277
20230124,3.7565020350431544
20230125,4.372849496257751
20230126,3.7002561800126768
20230127,4.060251138908193
20230128,6.787686233004966
20230129,6.230165200600729
20230130,3.899181682069286
20230131,3.8416026647176524
20230201,5.158585622086039
20230202,3.651322926796364
20230203,4.402103678684191
20230204,7.762349658970179
20230205,6.578522168195818
20230206,3.814446731584752
20230207,3.1034313243535543
20230208,3.955347362881463
20230209,3.329680344996221
20230210,3.792012694761752
20230211,7.467859006784696
20230212,6.6851081482400465
20230213,4.117259396232906
20230214,3.3888755704528317
20230215,4.0039269242618625
20230216,5.055317067632069
20230217,4.07869934506754
20230218,7.456529479198863
20230219,7.51186873193868
20230220,4.080443162922783
20230221,3.5765617776820298
20230222,3.489516458058798
20230223,6.026308193476558
20230224,4.8683249966202515
20230225,7.654736702054808
20230226,7.132407400876086
20230227,3.9941618283288034
20230228,4.248744928134241
20230301,5.00806707011614
20230302,3.348913152136486
20230303,4.007063448768834
20230304,7.416021993232851
20230305,6.769502366817851
20230306,4.264536113048588
20230307,3.851104963167894
20230308,3.2775558387660735
20230309,5.074908047008163
20230310,4.168029011925946
20230311,7.249494095549953
20230312,7.422343629259979
20230313,3.6611390180233587
20230314,3.7660773873522695
20230315,4.316977456845263
20230316,5.971329311895043
20230317,4.9188152240638425
20230318,7.1721037589822165
20230319,7.239838503304848
20230320,3.3341998765347416
20230321,3.0758279888322972
20230322,3.0859824964552875
20230323,3.7874439787911363
20230324,4.771057631412286
20230325,5.150802644510922
20230326,5.049008257713685
20230327,4.72830821404033
20230328,4.666809395644727
20230329,3.0862683619864484
20230330,2.685456773530458
20230331,3.726955014802513
20230401,6.827384590755617
20230402,6.4942981592137805
20230403,3.733796388397856
20230404,4.0265197269984245
20230405,4.305374006578112
20230406,3.6525796231449057
20230407,4.584530718893796
20230408,7.6607252204065075
20230409,6.002073597987333
20230410,5.007750820822577
20230411,3.173426972513011
20230412,3.1981062211151197
20230413,4.063671727387912
20230414,4.368717042245176
20230415,7.239337561562249
20230416,6.5654364853238585
20230417,3.42618833490535
20230418,3.35329724487687
20230419,3.347333103263162
20230420,4.808412776012385
20230421,4.435367391917055
20230422,6.857873206631305
20230423,6.967349014361383
20230424,3.6290660965473145
20230425,3.812317004015785
20230426,4.414588300596702
20230427,3.847827901783385
20230428,4.063519511506786
20230429,5.887256281564176
20230430,6.7608449149566
20230501,4.693175489863992
20230502,3.7633249224105323
20230503,5.921771394283717
20230504,3.7036197895964174
20230505,3.870821755158116
20230506,6.542490147530656
20230507,6.009306570003875
20230508,4.826819396869499
20230509,2.3858259118683747
20230510,2.191024354878141
20230511,3.3451551730425586
20230512,3.6399223825191935
20230513,6.831936606690638
20230514,6.555031168765616
20230515,3.26962041970923
20230516,2.839966629947318
20230517,2.4978236671706875
20230518,4.079094806101087
20230519,4.311553800476223
20230520,6.516242985472718
20230521,6.512995616103882
20230522,3.658786791515862
20230523,3.3336162224022425
20230524,3.774451368849875
20230525,3.7517990282172367
20230526,3.725896789633137
20230527,6.7924528301886795
20230528,6.659805831027561
20230529,3.4404879189731306
20230530,2.5586459751102195
